,predicted,ground_truth
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,glacier,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,rock,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,glacier,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,rock,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,crack,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,pack-ice,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,rock,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,rock,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,rock,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,marching-emperor,open-water
7,open-water,open-water
0,open-water,open-water
1,rock,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,pack-ice,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,rock,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,other,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,pack-ice,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,pack-ice,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,pack-ice,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,glacier,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,rock,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,rock,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,rock,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,rock,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,rock,open-water
5,open-water,open-water
6,open-water,open-water
7,rock,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,rock,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,pack-ice,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,glacier,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,rock,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,glacier,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,rock,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,rock,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,crack,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,crack,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,rock,open-water
4,open-water,open-water
5,open-water,open-water
6,rock,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,crack,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,pack-ice,open-water
5,open-water,open-water
6,rock,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,rock,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,crabeater,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,rock,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,rock,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,rock,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,pack-ice,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,pack-ice,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,pack-ice,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,rock,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,pack-ice,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,crack,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,rock,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,rock,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,pack-ice,open-water
5,rock,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,rock,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,rock,open-water
6,marching-emperor,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,rock,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,open-water,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
0,pack-ice,open-water
1,open-water,open-water
2,open-water,open-water
3,open-water,open-water
4,open-water,open-water
5,open-water,open-water
6,open-water,open-water
7,open-water,open-water
